# Chinese → Japanese offline glosses
# Source: open-dict-data/wikidict-ja (Wikidata interwiki links)
# Upstream: https://github.com/open-dict-data/wikidict-ja
# License: CC0 1.0 Universal
# Scope: pure-Han entries present in bundled Moran dictionaries
# Format: Chinese<TAB>Japanese; multiple Japanese forms use ・
# Generated: 2026-08-28
吖丁啶	アゼチジン
逻辑学家	論理学者
逻辑与	論理積
逻辑运算符	論理演算
逻辑综合	論理合成
锣	ゴング
骡	ラバ
螺	巻貝
螺钿	螺鈿
螺母	ナット
螺栓	ボルト (部品)
螺线	渦巻
螺旋	螺旋
螺旋模型	スパイラルモデル
螺旋藻	スピルリナ
裸奔	ストリーキング (パフォーマンス)
裸官	裸官
裸体	裸
裸体摄影	ヌード写真
裸鼹鼠	ハダカデバネズミ
裸泳	全裸水泳
裸子植物	裸子植物
洛巴赫	ロプバッハ
洛必达法则	ロピタルの定理
洛川县	洛川県
洛达尔隧道	ラルダールトンネル
洛基	ロキ
洛迦诺	ロカルノ
洛江区	洛江区
洛可可	ロココ
洛克菲勒	ロックフェラー
洛朗级数	ローラン級数
洛里昂	ロリアン
洛林	ロレーヌ地域圏
洛林十字	ロレーヌ十字
洛龙区	洛竜区
洛隆县	ロロン県
洛伦扎纳	ロレンツァーナ
洛伦兹力	ローレンツ力
洛美	ロメ
洛南县	洛南県
洛宁县	洛寧県
洛佩斯	ロペス
洛浦县	ロプ県
洛奇	ロッキー (映画)
洛桑	ローザンヌ
洛杉矶	ロサンゼルス
洛杉矶县	ロサンゼルス郡 (カリフォルニア州)
洛神	洛嬪
洛阳市	洛陽市
洛阳站	洛陽駅
洛扎县	ロダク県
洛子峰	ローツェ
络脉	絡穴
骆宾王	駱賓王
骆秉章	駱秉章
骆家辉	ゲイリー・フェイ・ロック
骆驼	ラクダ
骆驼祥子	駱駝祥子
骆驼趾	メコスジ
珞巴族	ローバ族
落地生根	セイロンベンケイ
落合弘治	落合弘治
落花流水	落花流水 (漫画)
落款	落款
落葵	ツルムラサキ
落葵科	ツルムラサキ科
落水狗	レザボア・ドッグス
落叶松	グイマツ
落羽杉	ラクウショウ
落枕	肩こり
漯河市	ラク河市
麻布	リンネル
麻城市	麻城市
麻风病	ハンセン病
麻风杆菌	らい菌
麻姑	麻姑
麻瓜	マグル
麻花	麻花
麻江县	麻江県
麻将	麻雀
麻辣女孩	キム・ポッシブル
麻栎	クヌギ
麻栗坡县	麻栗坡県
麻美由真	麻美ゆま
麻婆豆腐	麻婆豆腐
麻雀	スズメ
麻山区	麻山区
麻生	麻生
麻生美代子	麻生美代子
麻生太郎	麻生太郎
麻生希	麻生希
麻生祐未	麻生祐未
麻生早苗	麻生早苗
麻生周一	麻生周一
麻省理工学院	マサチューセッツ工科大学
麻省总医院	マサチューセッツ総合病院
麻糬	餅
麻姓	麻 (姓)
麻阳苗族自治县	麻陽ミャオ族自治県
麻叶绣线菊	コデマリ
麻衣	麻衣
麻蝇	ニクバエ
麻章区	麻章区
麻枝准	麻枝准
麻醉品单一公约	麻薬に関する単一条約
麻醉药品	麻薬
痲疹	麻疹
马	ウマ
马埃岛	マヘ島
马鞍山	馬鞍山
马鞍山市	馬鞍山市
马贝拉	マルベーリャ
马本斋	馬本齋
马边彝族自治县	馬辺イ族自治県
马鞭草	クマツヅラ
马鞭草科	クマツヅラ科
马槟榔	マビンロウ
马步芳	馬歩芳
马步青	馬歩青
马超	馬超
马超俊	馬超俊
马齿苋	スベリヒユ
马齿苋科	スベリヒユ科
马村区	馬村区
马达加斯加	マダガスカル
马达加斯加残趾虎	オオヒルヤモリ
马达洛尼	マッダローニ
马岛战争	フォークランド紛争
马德里	マドリード
马德里竞技俱乐部	アトレティコ・マドリード
马德里体系	標章の国際登録に関するマドリッド協定
马德望	バタンバン
马蒂诺	マティーノ
马丁	マルチン (スロバキア)
马丁内斯	マルティネス
马兜铃	ウマノスズクサ
马兜铃酸	アリストロキア酸
马端临	馬端臨
马恩省	マルヌ県
马尔堡城堡	マルボルク城
马尔代夫	モルディブ
马尔杜克	マルドゥク
马尔凯	マルケ州
马尔康县	馬爾康県
马尔科	マルコ (曖昧さ回避)
马尔可夫链	マルコフ連鎖
马尔可夫性质	マルコフ性
马尔马拉海	マルマラ海
马尔默	マルメ
马耳他	マルタ
马耳他十字	マルタ十字
马耳他语	マルタ語
马钢	馬鋼
马格德堡	マクデブルク
马关条约	下関条約
马关县	馬関県
马哈拉施特拉邦	マハーラーシュトラ州
马哈木	マフムード (オイラト)
马海毛	モヘヤ
马赫	マッハ数
马赫迪	ムハンマド・ムンタザル
马鸿宾	馬鴻賓
马加丹	マガダン
马家浜文化	馬家浜文化
马家军	馬家軍
马家窑文化	馬家窯文化
马建忠	馬建忠
马健	馬健
马君武	馬君武
马俊仁	馬俊仁
马卡蒂	マカティ
马卡鲁峰	マカルー
马卡罗夫	マカロフ (サハリン州)
马科	ウマ科
马科斯	マルコス
马克里努斯	マクリヌス
马克沁机枪	マキシム機関銃
马克思列宁主义	マルクス・レーニン主義
马克思主义	マルクス主義
马拉地语	マラーティー語
马拉加	マラガ
马拉喀什	マラケシュ
马拉开波	マラカイボ
马拉凯	マラカイ
马拉内罗	マラネッロ
马拉松	マラソン
马拉松战役	マラトンの戦い
马拉维	マラウイ
马拉维湖	マラウイ湖
马拉雅拉姆语	マラヤーラム語
马来半岛	マレー半島
马来群岛	マレー諸島
马来西亚	マレーシア
马来熊	マレーグマ
马来语	マレー語
马来族	マレー人
马里博尔	マリボル
马里帝国	マリ帝国
马里共和国	マリ共和国
马里兰州	メリーランド州
马里诺	マリーノ
马里乌波尔	マリウポリ
马里亚纳海沟	マリアナ海溝
马里亚纳群岛	マリアナ諸島
马利筋	トウワタ
马林巴	マリンバ
马琳	馬琳
马铃薯	ジャガイモ
马六甲	ムラカ州
马六甲海峡	マラッカ海峡
马龙县	馬竜県
马洛	マーロ
马木留克	マムルーク
马奶酒	馬乳酒
马瑙斯	マナウス
马尼拉	マニラ
马普托	マプト
马其顿人	マケドニア人
马奇诺防线	マジノ線
马钱子	マチン
马丘比丘	マチュ・ピチュ
马球	ポロ
马肉	馬肉
马萨	マッサ
马萨达	マサダ
马萨乔	マサッチオ
马塞尔	マゼール
马塞克	マーサイク
马塞卢	マセル
马塞洛	マルケッルス
马赛	マルセイユ
马赛回旋	マルセイユ・ルーレット
马赛马拉	マサイマラ国立保護区
马赛人	マサイ族
马山	馬山
马山县	馬山県
马氏管	マルピーギ管
马氏距离	マハラノビス距離
马氏体	マルテンサイト
马术	馬術
马思聪	馬思聡
马斯顿荒原战役	マーストン・ムーアの戦い
马斯喀特	マスカット
马斯特里赫特	マーストリヒト
马谡	馬謖
马太受难曲	マタイ受難曲
马泰拉	マテーラ
马蹄铁	蹄鉄
马天宇	馬天宇
马头琴	モリンホール
马图拉	マトゥラー
马王堆汉墓	馬王堆漢墓
马尾区	馬尾区
马尾松	バビショウ
马尾造船厂	馬尾造船
马文革	馬文革
马戏	サーカス
马衔	ハミ (馬具)
马相伯	馬相伯
马晓春	馬暁春
马晓旭	馬暁旭
马歇尔	マーシャル
马歇尔计划	マーシャル・プラン
马姓	馬 (姓)
马殷	馬殷
马寅初	馬寅初
马印航空	マリンド・エア
马元义	馬元義
马援	馬援
马约拉纳费米子	マヨラナ粒子
马约特	マヨット
马云	ジャック・マー
马蕴雯	馬蘊ブン
马扎	床几
马扎尔人	マジャル人
马占山	馬占山
马忠	馬忠
马仲英	馬仲英
马自达	マツダ
马祖道一	馬祖道一
马醉木	アセビ
玛多县	瑪多県
玛尔斯	マールス
玛格丽塔	マルガリータ
玛丽	メアリー
玛丽安娜	マリアンヌ
玛丽苏	Mary Sue
玛丽一世	メアリー1世
玛丽珍鞋	メリージェーン (靴)
玛门	マモン
玛米亚	マミヤ・オーピー
玛纳斯县	マナス県
玛沁县	瑪沁県
玛曲县	マチュ県
玛雅	マヤ (曖昧さ回避)
玛雅人	マヤ人
玛祖卡	マズルカ
码	ヤード
码分多址	符号分割多元接続
码位	符号点
蚂蟥	ヒル (動物)
蚂蚁	アリ
吗哪	マナ (食物)
埋伏	待ち伏せ
埋弧焊	サブマージアーク溶接
迈阿密	マイアミ
迈阿密海滩	マイアミビーチ
迈达斯	ミダース
迈尔	マイヤー (百貨店)
迈皋桥站	邁皋橋駅
迈赫迪军	マフディー軍
迈克尔	マイケル
迈克菲	マカフィー
迈索尔	マイソール
迈泰奥拉	メテオラ
迈锡尼	ミケーネ
麦当劳	マクドナルド
麦德林	メデジン
麦德龙	メトロ (小売業)
麦地那	マディーナ
麦迪逊	マディソン (ウィスコンシン州)
麦迪逊广场花园	マディソン・スクエア・ガーデン
麦冬	ジャノヒゲ
麦盖提县	マルキト県
麦积区	麦積区
麦角	麦角菌
麦角钙化醇	エルゴカルシフェロール
麦角固醇	エルゴステロール
麦金莱	マッキンリー
麦卡锡主义	マッカーシズム
麦克风	マイクロフォン
麦克马洪	マクマホン
麦克马洪线	マクマホンライン
麦克斯韦妖	マクスウェルの悪魔
麦满分	マックマフィン
麦纳麦	マナーマ
麦琪的礼物	賢者の贈り物
麦司卡林	メスカリン
麦穗鱼	モツゴ
麦芽	麦芽
麦芽酚	マルトール
麦芽糖醇	マルチトール
麦哲伦海峡	マゼラン海峡
卖火柴的小女孩	マッチ売りの少女
脉搏	拍動
脉冲星	パルサー
脉经	脈経
蛮族	野蛮
馒头	饅頭 (中国)
鳗鱼饭	鰻飯
满城尽带黄金甲	王妃の紋章
满城县	満城県
满射	全射
满文	満州文字
满语	満州語
满月	満月
满洲地区	満州
满洲国	満州国
满洲里市	満州里市
满洲里站	満州里駅
满族	満州民族
曼波	Mambo
曼彻斯特	マンチェスター
曼达尔	マンダール
曼德海峡	バブ・エル・マンデブ海峡
曼德勒	マンダレー
曼德勒省	マンダレー地方域
曼谷	バンコク
曼谷航空	バンコク・エアウェイズ
曼海姆	マンハイム
曼尼托巴	マニトバ州
曼奇尼	マンチーニ
曼托瓦	マントヴァ
曼陀	マンドラ
曼陀林	マンドリン
曼陀罗花	シロバナヨウシュチョウセンアサガオ
曼秀雷敦	メンソレータム
慢跑	ジョギング
慢生活	ダウンシフト
慢速英语	スペシャル・イングリッシュ
慢性	持病
慢性肾脏病	慢性腎不全
慢性阻塞性肺病	慢性閉塞性肺疾患
漫才	漫才
漫反射	拡散反射
漫画	漫画
漫画家	漫画家
漫威	マーベル
漫威电影宇宙	マーベル・シネマティック・ユニバース
漫威动画	マーベルアニメーション
蔓长春花	ツルニチニチソウ
芒	芒 (夏)
芒果	マンゴー
芒康县	マルカム県
芒什省	マンシュ県
芒种	芒種
盲肠	盲腸
盲打	タッチタイピング
盲犬	盲犬
盲人	視覚障害者
盲人摸象	群盲象を評す
盲文	点字
茫崖行政区	茫崖行政委員会
莽草酸	シキミ酸
猫	ネコ
猫草	猫草
猫的报恩	猫の恩返し
猫耳朵	猫耳 (食品)
猫狗	キャットドッグ
猫和老鼠	トムとジェリー
猫科	ネコ科
猫粮	キャットフード
猫女	キャットウーマン
猫砂	猫砂
猫鲨科	トラザメ科
猫屎咖啡	コピ・ルアク
猫尾草	オオアワガエリ
猫亚科	ネコ亜科
猫又	猫又
猫爪草	ヒキノカサ
毛	毛
毛岸青	毛岸青
毛岸英	毛岸英
毛笔	筆
毛淡棉	モーラミャイン
毛德皇后地	ドローニング・モード・ランド
毛豆	枝豆
毛福梅	毛福梅
毛茛科	キンポウゲ科
毛茛目	キンポウゲ目
毛茛属	キンポウゲ属
毛皇后	毛皇后
毛玠	毛カイ
毛巾	タオル
毛里求斯	モーリシャス
毛里塔尼亚	モーリタニア
毛利	毛利
毛利兰	毛利蘭
毛利人	マオリ
毛利氏	毛利氏
毛利小五郎	毛利小五郎
毛利语	マオリ語
毛利元就	毛利元就
毛毛雨	霧雨
毛木耳	アラゲキクラゲ
毛南族	マオナン族
毛囊	毛包
毛囊炎	毛嚢炎
毛皮	毛皮
毛奇	モルトケ (曖昧さ回避)
毛奇龄	毛奇齢
毛入学率	就学率
毛舜筠	テレサ・モウ
毛腿沙鸡	サケイ
毛细现象	毛細管現象
毛新宇	毛新宇
毛姓	毛 (姓)
毛衣	セーター
毛泽东	毛沢東
毛泽东思想	毛沢東思想
毛泽民	毛沢民
毛泽覃	毛沢覃
毛竹	モウソウチク
毛主席纪念堂	毛主席紀念堂
毛主席语录	毛主席語録
矛	矛
矛盾	矛盾
矛尾翻车鲀	ヤリマンボウ
牦牛	ヤク
茅盾	茅盾
茅箭区	茅箭区
茅莓	ナワシロイチゴ
茅台酒	茅台酒
茅元仪	茅元儀
锚	錨
卯	卯
卯衣	卯衣
卯月麻衣	卯月麻衣
昴	昴
昴星团望远镜	国立天文台ハワイ観測所すばる望遠鏡
茂港区	茂港区
茂金属	メタロセン
茂名市	茂名市
茂木敏充	茂木敏充
茂南区	茂南区
茂物	ボゴール
茂县	茂県
茂野吾郎	茂野吾郎
冒顿	冒頓単于
冒号	コロン (記号)
冒牌货	コピー商品
冒牌偶像	アイドルプリテンダー
冒泡排序	バブルソート
冒失娘	ドジっ娘
冒险片	冒険映画
冒险游戏	アドベンチャーゲーム
贸易	取引
贸易保护主义	保護貿易
帽子	帽子
没食子酸	没食子酸
没有银弹	銀の弾などない
枚乘	枚乗
枚举	列挙型
玫瑰	ハマナス
玫瑰窗	バラ窓
玫瑰湖	ラック・ローズ
玫瑰茄	ローゼル
玫瑰经	ロザリオ
玫瑰人生	ラ・ヴィ・アン・ローズ
玫瑰战争	薔薇戦争
玫红色	薔薇色
玫胸白斑翅雀	ムネアカイカル
眉毛	眉毛
眉山市	眉山市
眉县	眉県
梅	ウメ
梅超风	梅超風
梅德	メーデ
梅德韦杰夫	メドヴェージェフ
梅毒	梅毒
梅多克	メドック
梅尔	メル (イタリア)
梅尔菲	メルフィ
梅根法案	ミーガン法
梅河口市	梅河口市
梅赫伦	メヘレン
梅花草	ウメバチソウ
梅花鹿	ニホンジカ
梅江区	梅江区
梅津泰臣	梅津泰臣
梅酒	梅酒
梅克内斯	メクネス
梅兰	メイラン
梅兰芳	梅蘭芳
梅里达	メリダ
梅里斯达斡尔族区	梅里斯ダウール族区
梅里特	アリエス・メリット
梅里雪山	梅里雪山
梅利利亚	メリリャ
梅列区	梅列区
梅林	マーリン (曖昧さ回避)
梅林传奇	魔術師 MERLIN
梅洛	メロ (ウルグアイ)
梅瓶	梅瓶
梅汝璈	梅汝コウ
梅塞尔	メッセル
梅塞施密特	メッサーシュミット
梅森素数	メルセンヌ数
梅斯	メス (フランス)
梅塔特隆	メタトロン
梅田	梅田
梅田彩佳	梅田彩佳
梅婷	梅テイ
梅文鼎	梅文鼎
梅西大学	マッセー大学
梅县区	梅県区
梅姓	梅 (姓)
梅尧臣	梅尭臣
梅雨	梅雨
梅原裕一郎	梅原裕一郎
梅州市	梅州市
媒介	ミディアム
媒人	仲人
媒体播放器	メディアプレーヤー
湄公河	メコン川
湄公河三角洲	メコンデルタ
湄潭县	ビ潭県
煤	石炭
煤焦油	コールタール
煤精	黒玉
煤矿	炭鉱
煤气	都市ガス
煤山雀	ヒガラ
煤水车	炭水車
煤油	ケロシン
酶	酵素
酶促反应	酵素反応
酶联免疫吸附试验	ELISA
酶抑制剂	酵素阻害剤
酶原	酵素前駆体
镅	アメリシウム
每日电讯报	デイリー・テレグラフ
每日放送	毎日放送
每日镜报	デイリー・ミラー
每日秀	ザ・デイリー・ショー
每英寸点数	Dpi
美	美
美波	美波
美川宪一	美川憲一
美德	徳
美第奇家族	メディチ家
美杜莎	メドゥーサ
美菲拉斯星人	メフィラス星人
美姑县	美姑県
美光科技	マイクロン・テクノロジ
美国	アメリカ合衆国
美国本土外小岛屿	合衆国領有小離島
美国财政部长	アメリカ合衆国財務長官
美国参议院	アメリカ合衆国上院
美国达人	アメリカズ・ゴット・タレント
美国大学	アメリカン大学 (曖昧さ回避)
美国地理	アメリカ合衆国の地理
美国电影	アメリカ合衆国の映画
美国独立日	独立記念日 (アメリカ合衆国)
美国法典	合衆国法典
美国法律	アメリカ法
美国公民	アメリカ合衆国の市民権
美国广播公司	アメリカン・ブロードキャスティング・カンパニー
美国国防部	アメリカ国防総省
美国国防部长	アメリカ合衆国国防長官
美国国徽	アメリカ合衆国の国章
美国国会	アメリカ合衆国議会
美国国家航空航天局	アメリカ航空宇宙局
美国国家侦察局	アメリカ国家偵察局
美国国旗	アメリカ合衆国の国旗
美国国务卿	アメリカ合衆国国務長官
美国国务院	アメリカ合衆国国務省
美国海岸警卫队	アメリカ沿岸警備隊
美国海军部长	アメリカ合衆国海軍長官
美国海军作战部长	アメリカ海軍作戦部長
美国教育	アメリカ合衆国の教育
美国空军	アメリカ空軍
美国空军参谋长	アメリカ空軍参謀総長
美国历史	アメリカ合衆国の歴史
美国领土	アメリカ合衆国の海外領土
美国陆军	アメリカ陸軍
美国陆军部长	アメリカ合衆国陸軍長官
美国陆军参谋长	アメリカ陸軍参謀総長
美国梦	アメリカン・ドリーム
美国内阁	アメリカ合衆国大統領顧問団
美国骗局	アメリカン・ハッスル
美国体育	アメリカ合衆国のスポーツ
美国往事	ワンス・アポン・ア・タイム・イン・アメリカ
美国文学	アメリカ文学
美国宪法	アメリカ合衆国憲法
美国音乐	アメリカ合衆国の音楽
美国英语	アメリカ英語
美国在线	AOL
美国证券交易委员会	証券取引委員会
美国政治	アメリカ合衆国の政治
美国之音	ボイス・オブ・アメリカ
美国众议院	アメリカ合衆国下院
美国总统	アメリカ合衆国大統領
美国最高法院	合衆国最高裁判所
美好的一年	プロヴァンスの贈りもの
美好年代	ベル・エポック
美好事物	とても素敵なこと-初恋のフェアリーテール-
美花兰	シンビディウム・インシグネ
美华书馆	美華書館
美籍华人	中国系アメリカ人
美济礁	ミスチーフ礁
美军	アメリカ軍
美拉尼西亚	メラネシア
美兰区	美蘭区
美里	ミリ (サラワク州)
美丽而残酷的世界	美しき残酷な世界
美丽心灵	ビューティフル・マインド
美联社	AP通信
美林证券	メリルリンチ
美龄宫	美齢宮
美洛昔康	メロキシカム
美眉校探	ヴェロニカ・マーズ
美名	美名
美魔女	美魔女
