# Chinese → Japanese learner glosses
# Source: lxl66566/Japanese-Chinese-thesaurus final.json
# Upstream: https://github.com/lxl66566/Japanese-Chinese-thesaurus
# License: The Unlicense
# Method: invert concise Chinese gloss segments and intersect bundled Moran dictionaries
# Format: Chinese<TAB>Japanese; multiple Japanese forms use ・
# Generated: 2026-08-28
啊	おお・やあ
尽量	せいぜい
尽情地	思う存分
尽善尽美	至れり尽くせり
尽头	外れ・果て
紧挨	密接
紧挨着	くっつく
紧跟着	くっつく・追いかける
紧急	急・緊急
紧急电话	非常電話
紧急关头	ピンチ
紧接着	追いかける
紧紧抱住	しがみつく
紧紧的	ぎっしり
紧紧抓住	捉える
紧密	かっちり・がっしり
紧迫	切迫
紧缩	引き締める
紧贴	密着
紧贴着	ぴたり
紧要	肝心
紧要关头	いざという時
紧张	とがる・ストレス
紧张感	スリル
谨启	敬具
谨慎	嗜む・慎む
锦纶	ナイロン
近代	近世
近道	近道
近的	近い
近来	このごろ・昨今
近路	近道
近年来	近年
近些年	近年
近在咫尺	寸前
进步	上達・向上
进餐	食事
进场	入場
进场费	入場料
进出	出入り
进度	進み・運び
进而	ひいては
进攻	アタック・攻撃
进化	進化
进京	上る・上京
进口货	外貨
进口食品	輸入食品
进来	参入
进球	ゴールイン
进入	乗り込む・入り込む
进退维谷	ジレンマ・立ち往生
进行	進行
进修	研修
进一步	更なる
进展	捗る・進む
进展慢	遅れる
晋级	昇進
晋升	出世・栄転
浸	漬ける
浸出	滲む
浸泡	漬ける
浸入	染み込む
浸透	染みる
禁不住	思わず
禁忌	タブー
禁烟区	禁煙席
禁止	封じる・戒める
禁止通行	通行止め
经常	しばしば・しょっちゅう
经常地	年中
经常说	言い付ける
经度	経度
经费	経費
经过	経由・行き過ぎる
经济	経済
经济萧条	不景気
经理	経理
经历	嘗める/舐める・履歴
经商	商う・営業
经销	取り次ぐ
经验	体験・覚え
经营	営む・扱い
经营管理	経理
经营者	経営者
经由	経由
惊慌	慌てます
惊恐	驚く
惊奇	驚異
惊人的	たいした・ものすごい
惊悚片	ホラー
惊险	スリル
惊讶	呆れる・驚き
惊异	驚異
精打细算	がっちり
精华	エキス
精力	エネルギー・スタミナ
精力充沛	盛り
精炼	洗練
精密器械	精密機器
精密仪器	精密機器
精疲力竭	ぐったり・ばてる
精疲力尽	へとへと
精品店	ブティック
精巧	器用
精确	精密
精神	元気・気
精神抖擞	ぴんぴん
精神方面	精神面
精神恍惚	ぼんやり
精神压力	ストレス
精神准备	心構え
精通	マスター・通じる
精细	精密
精心	丹念
精益求精	こだわり
精英	エリート
精湛	冴える
精致的	デリケート
井	井戸
井井有条	順序よく
颈部	ネック
景点	行楽地
景气	景気
景色	シーン・景色
景山公园	景山公園
景象	光景・風景
景致	見晴らし
警报	アラーム
警备	警備
警察	お巡りさん・巡査
警笛	サイレン
警告	注意
警官	警官
警戒	警備
警惕	戒める・警戒
警卫	ガード
警卫员	警備員
净	専ら
净化	浄化
净化器	浄水器
净收入	手取り
净水厂	浄水場
净水器	浄水器
净重	正味
竞技	競技
竞赛	対戦・競う
竞争	争い・張り合う
竞争对手	ライバル
竞争者	ライバル・相手
竟能	よく
竟然	なんと
敬酒	やりとり
敬启者	拝啓
敬请光临	お越しいただく
敬上	敬具
敬悉	承る
敬仰	慕う
敬意	敬意
敬语	敬語
敬重	敬う
境界	境界
镜头	レンズ
镜子	鏡
窘境	窮地
纠缠	付き纏う
纠缠不休	燻る
纠纷	トラブル・争い
纠正	是正・矯正
究竟	いったい・つまり
揪	毟る
九	九
九个	9つ・九つ
九号	九日
九岁	九つ
九天	九日
九州	九州
久候	待ち明かす
久经世故	擦れる
久违	久しぶり
久远	はるか
久远的	長い
酒	アルコール
酒吧	バー・酒場
酒店	ホテル
酒馆	バー
酒精	アルコール
酒类	お酒・酒類
酒瓶	ボトル
旧车	中古車
旧的	古い
救	セーブ
救护车	救急車
救活	生かす/活かす
救济	恵む・救う
救援	救い
救助	助ける・救う
就	即する
就便	ついで
就那样	そのまま
就寝	寝ます
就任	就任
就是	つまり
就是说	つまり
就席	着席
就要	そろそろ・ぼつぼつ
就在眼前	寸前
就这么办吧	そうしましょう
就职	勤め・就く
就座	就く
舅舅	おじさん
居民	住民
居然	よく
居于	位する
居住	住みます・住む
居住地	住居
拘谨	気兼ね
拘泥	こだわり・拘る
拘役	拘留
鞠躬	お辞儀
局势	形勢
菊花	菊
沮丧	フラストレーション・挫ける
举办	主催・催す
举措	取り組み
举起	持ち上げる・挙げます
举行	催す・挙げる
举止	振る舞い・素振り
巨大	ジャンボ・膨大
巨额	多額
句	文
句子	センテンス・文
拒绝	拒む・拒否
具备	備わる
具有	備わる
俱乐部	クラブ
剧本	シナリオ・台本
剧烈	激しい
剧院	劇場
据实	ありのまま
距离	距離・道程
飓风	ハリケーン
聚	群がる
聚会	会合・飲み会
聚集	寄せる・群がる
聚精会神地	じっと
聚在一起	揃い
捐款	募金
捐献	献金
捐赠	寄付・寄贈
卷进	巻き込みます・巻き込む
卷起	巻く
卷曲	縮れる
卷缩	めくれる
卷心菜	キャベツ
卷宗	ファイル
眷顾	愛顧
噘嘴	膨れる
决	断然・決して
决定	定まる・定める
决赛	決勝
决心	決心・決意
决议	決議
决意	思い切る・決心
诀窍	ノウハウ/ノーハウ
绝	絶つ
绝对	決して
绝佳的	素敵・素晴らしい
绝灭	絶滅
觉得	思います・思う
觉得奇怪	変に思う・怪しむ
觉悟	覚悟・覚醒
觉醒	自覚・覚醒
倔强	強情
掘	暴く
爵士乐	ジャズ
嚼	噛む
军备	軍備
军队	兵
军人	兵隊
军事	軍事
军事力量	戦力
君子	君子・紳士
均衡	バランス・平衡
均匀	均質
皲裂	ひび・皹
咔嗒咔嗒	がたがた
咖啡	コーヒー
咖啡杯	カップ
卡	カード
卡车	トラック
卡路里	カロリー
卡片	カード
开	開く・開催
开办	開設
开车	発車
开车兜风	ドライブ
开诚布公	打ち明ける
开除	放り出す・追放
开创者	創業者
开刀	切開
开动	掛ける
开端	きっかけ・プロローグ
开放	オープン・オープンする
开工	着工
开合	開閉
开花	開花
开回	回送
开会	開会
开垦	切り開く
开朗的	明るい・朗らか
开了	湧き上がる
开门	開館
开幕	開会・開幕
开幕式	開会式
开辟	切り開く・開拓
开始	スタート・出発
开始出现	出始める
开始工作	働きかける
开始活动	発足
开始进行	乗り出す
开始看	見出す
开始运转	起動
开始做	仕掛ける・作り出す
开水	お湯・熱湯
开拓	切り開く
开拓者	パイオニア
开头	プロローグ・初頭
开玩笑	ふざける・悪戯
开销	出費・経費
开学典礼	入学式
开业	オープン・オープンする
开映	公開
开绽	ぱくぱく・綻びる
开张	開きます・開く
刊登	掲げる・掲載
看	見ます・見る
看不起	軽蔑
看不清楚	霞む
看穿	見抜く・見破る
看错	見誤る
看到	目にする・見当たる
看得见	見えます・見える
看得入迷	見入る
看法	思惑・見方
看护	看病・看護
看花	花見
看家	留守
看见	目にする・見かける
看门	留守
看明白	読み取る
看腻	見飽きる
看起来	見た目
看清	見極める
看守	見張る
看守人	番人
看透	見抜く・見極める
看完	見切る
看一看	覗く
看一眼	一目・一瞥
看准	見据える
康复	回復・回復する
康复训练	リハビリ
扛	担ぐ
抗衡	対抗
抗拒	反発
抗生素	抗生物質
抗议	不服・抗議
抗争	抗う
考察	視察
考究	洗練
考量	吟味・見合わせる
考虑	吟味・図ります
考虑问题	考え事
考试	テスト・受験
考验	試練
考中	受かる
拷贝	ダビング
拷打	責める
烤	炙る・焼く
烤焦	焦がす
烤炉	オーブン
烤箱	オーブン
犒劳	労う
靠	凭れ掛かる
靠不住的	怪しい・覚束ない
靠窗	窓際
靠得住	頼もしい
靠得住的	手堅い
靠近	寄ります・差し掛かる
靠拢	着ける
靠山	後ろ盾
苛刻的	シビア
科幻小说	SF小説
科技	科学技術
科目	学科・科目
科学	サイエンス・科学
科学技术	科学技術
科学家	科学者
科长	課長
瞌睡	居眠り
可爱	かわいらしい
可爱的	可愛らしい・愛しい
可悲的	嘆かわしい
可不是嘛	それはもう
可耻	情けない
可耻的	浅ましい
可恶的	憎い・憎たらしい
可贵	ありがたさ
可靠	しっかり
可靠的	大丈夫
可乐	コーラ
可怜	哀れ
可怜的	愛しい・痛ましい
可能	たぶん・もしかして
可能性	可能性・確率
可怕的	おっかない・怖い
可取之处	メリット・見所
可是	けど・けれども
可惜的	勿体無い・惜しい
可喜的	めでたい・好ましい
可喜可贺	おめでたい
可笑的	おかしい
可疑的	疑わしい
可以	できます・よろしい
可以说	言わば
可以呀	いいですよ
渴	渇く
渴求	飢える
渴望	飢える
克	グラム
刻	彫る
刻度	目盛り
刻苦	励む
客房	客室
客户	得意先
客气	気兼ね
客人	お客さん・ゲスト
客厅	客室・客間
课本	テキスト
课程	コース
课程表	時間割
课堂	教室
课题	課題
课外	課外
肯定	間違いない
恳切地	しみじみ
恳求	要請
空	穴
空白	スペース・真空
空白纸	白紙
空出	空ける
空荡荡	がらがら・すかすか
空调	エアコン
空洞的	空しい
空腹	ぺこぺこ・空腹
空间	スペース
空空如也	からから
空旷	空く
空气	大気・空気
空缺	欠ける・空き
空手	空手
空隙	びっしり
空闲	暇［な］・空き
空想	幻想・架空
空虚	空っぽ・空白
空中索道	ロープウエー
恐怖	恐怖
恐怖片	ホラー
恐怖主义	テロ
恐慌	パニック
恐惧	恐れ・恐怖
恐怕	恐らく
恐吓	脅かす・脅す
控制	コントロール・制する
控制杆	レバー
控制住	押さえ込む・食い止める
口	口
口齿	歯切れ
口袋	ポケット・袋
口号	スローガン
口红	口紅
口渴	渇く
口渴了	のどがかわきました
口口相传	口コミ
口气	口ぶり
口头禅	決まり文句
口味	好み
口香糖	ガム
口信	ことづけ・メッセージ
口译	通訳
口语	話し言葉
口罩	マスク・ムスク
叩	叩く
叩拜	拝む
扣	伏せる
扣除	差し引き・差し引く
扣分	減点
扣人心弦	迫力
扣押	拘留
枯竭	涸れる
枯萎	枯れる
枯燥无味	乾燥
哭出来	泣き出す
哭起来	泣き出す
哭泣	泣きます
哭声	泣き声
苦	苦しい
苦的	苦い
苦难	苦難
苦恼	あくせく・患う
苦味	苦み
苦于	苦しむ
库存	ストック
库房	物置
裤子	スラックス
酷暑	猛暑
夸大	誇張・過言
夸大其词	脚色
夸奖	褒める
夸耀	自慢・誇る
夸张	大げさ・大層
垮台	失脚・崩壊
挎	提げる
跨过	乗り越える・跨ぐ
跨越	跨ぐ・跨る
快	早く・速い、早い
快餐	ファーストフード
快活	明るさ・痛快
快乐	楽
快乐的	楽しい
快门	シャッター
快跑	駆け足
快速	さっさと・急速
快速地	すらりと
快速下跌	急落
快些	早く、速く
快信	速達
快要	そろそろ・ぼつぼつ
筷子	はし・箸
宽敞舒适	ゆったり
宽度	広さ
宽容	包容
宽恕	堪える・容赦
宽慰	慰める
款待	ご馳走・もてなす
筐	バスケット
狂妄	生意気
况且	まして
旷工	サボる
旷课	サボる
矿泉水	ミネラルウォーター
矿物	鉱物
矿物质	ミネラル
亏本	出血
亏损	損・欠損
窥视	垣間見る・覗く
昆剧	昆劇
昆曲	昆劇
捆	束・束ねる
捆扎	梱包
困惑	戸惑う
困境	ジレンマ・窮地
困倦	眠気
困难	ハード・無理
困难的	難しい
扩大	伸びる・広げる
扩音器	スピーカー・マイク
扩展	広げる・延長
扩张	拡張
括起来	括る
垃圾	ごみ
垃圾场	ごみ捨て場
垃圾箱	ゴミ箱
垃圾站	ごみ捨て場
拉	引きます・引っ張る
拉肚子	下痢
拉紧	張る
拉开	開ける
拉开序幕	幕開け
拉链	ファスナー
拉拢	くっつける・丸める
拉面	ラーメン
拉起	引き起こす
拉手	吊革
拉锁	ファスナー
拉长	伸ばす・引き伸ばす
拉住	引き止める
喇叭花	朝顔
蜡笔	クレヨン
蜡笔小新	クレヨンしんちゅん
蜡烛	蝋燭
辣椒	唐辛子
辣味	辛み
来	いらっしゃる・伺います
来得及	追いつく・追い付く
来回	往復
来历	経歴・身元
来往	付き合う・往来
来袭	襲来
赖着不走	居座る・粘る
濑户内海	瀬戸内海
拦住	食い止める
栏目	コーナー・セクション
蓝色	ブルー
蓝色的	青い
蓝天	青空
蓝图	青写真
篮	バスケット・籠
篮球	バスケットボール
篮子	かご
缆绳	ロープ
懒得动	億劫
滥捕	乱獲
滥用	振り回す・無駄使い
狼狈	さんざん
朗读	講じる
朗诵	朗読
浪费	むだ・ロス
浪漫的	ロマンチック
捞	掬う
劳动	労働
劳动定额	ノルマ
劳动者	労働者
劳顿	疲れ
劳驾	ちょっと
劳累	疲れ
劳务费	人件費
劳资	労使
牢固的	大丈夫
牢靠	がっちり・堅実
牢牢地	きちっと
牢骚	不平・愚痴
老百姓	庶民
老板	マスター・親方
老板娘	女将
老虎	虎
老练	枯れる
老龄	高齢
老毛病	持病
老奶奶	おばあさん／おばあちゃん
老年	晩年
老年人	年寄り
老去	老け込む
老人	年寄り・老人
老师	先生・恩師
老实的	大人しい
老实说	実は
老鼠	ネズミ・マウス
老爷爷	おじいさん／おじいちゃん
老一套	お決まり・ステレオタイプ
乐队	バンド
乐观的	甘い
乐趣	楽しみ・醍醐味
乐团	バンド
了不起的	すごい・たいした
了结	清算
了解	わかります・了解
勒紧	引き締める
勒住	引き止める
雷	雷
雷鸟	雷鳥
雷射唱盘	CD
雷阵雨	夕立
垒起来	積み重ねる
泪	涙
类比	類推
类别	タイプ
类似	似通う・類する
类型	ジャンル・タイプ
累	疲れる
累得要命	ばてる
累积	累加
累趴下	へたへた
冷冰冰的	ドライ・冷ややか
冷不防	いきなり
冷淡	無愛想
冷的	冷ややか
冷冻	フリーズ
冷静	平気
冷暖	寒暖
冷气设备	冷房
冷却	冷ます・冷やします
冷笑	にやにや
冷战	冷戦
哩哩啦啦	ぼろぼろ
